site_name,circuit_purpose,provider_name,speed_original,speed_corrected,ip_address,arin_provider,wan_interface,source,status,last_updated,needs_speed_fix,billing_monthly_cost,contract_start_date,contract_term,early_termination_fee
MOSW 01,Secondary,Charter Communications LLC,,,47.50.140.114,Charter Communications,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
Mt. Prospect Voice,Primary,AT&T BVOIP Asset ID IZEC561522ATI,,,208.83.9.194,CenturyLink,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NCC_00,Primary,Charter Communications,600.0 M,600.0M x 35.0M,66.57.166.218,Charter Communications,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,True,0.0,,,
NMA_00,Primary,Comcast,300.0 M,300.0M x 30.0M,96.64.151.241,Comcast,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,True,0.0,,,
NMA_00,Secondary,CenturyLink,100.0 M,100.0M x 10.0M,168.103.98.137,CenturyLink,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,True,0.0,,,
NMA 10,Primary,Comcast,300.0 M,300.0M x 35.0M,96.77.22.185,Unknown,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,True,0.0,,,
NMA 10,Secondary,VZW Cell,Cell,Cell,166.248.7.28,Verizon Business,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NMACALLCNTR,Primary,"Comcast Cable Communications, LLC",,,74.92.206.225,Comcast,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NVL_00,Primary,Cox Communications,,,24.234.187.243,Unknown,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NVL_00,Secondary,Digi,Cell,Cell,107.84.130.99,"AT&T Enterprises, LLC",WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NVL 16,Primary,VZW Cell,Cell,Cell,174.205.97.122,Unknown,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NVL 16,Secondary,Digi,Cell,Cell,166.184.129.138,"AT&T Enterprises, LLC",WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NVL W01,Primary,Cox Communications,,,24.120.171.73,Unknown,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NVRB04,Primary,TEST STORE NOT PRODUCTION,,,67.40.71.2,CenturyLink,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYB 01,Primary,DUNN TIRE,,,208.105.133.178,Charter Communications,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYB 01,Secondary,"AT&T Enterprises, LLC",,,107.127.197.80,AT&T,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYB 02,Primary,DUNN TIRE,,,50.75.0.218,Charter Communications,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYB 02,Secondary,VZW Cell,Cell,Cell,71.186.165.101,Verizon Business,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYB 03,Primary,DUNN TIRE,,,50.75.1.218,Charter Communications,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYB 03,Secondary,"AT&T Enterprises, LLC",,,107.127.197.93,AT&T,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYB 04,Primary,DUNN TIRE,,,50.75.1.162,Unknown,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYB 04,Secondary,"AT&T Enterprises, LLC",,,107.127.197.81,Unknown,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYB 05,Primary,DUNN TIRE,,,50.75.1.226,Charter Communications,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYB 05,Secondary,"AT&T Enterprises, LLC",,,107.127.197.95,AT&T,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYB 06,Primary,DUNN TIRE,,,208.105.133.130,Charter Communications,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYB 06,Secondary,"AT&T Enterprises, LLC",,,107.127.197.71,AT&T,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYB 07,Primary,DUNN TIRE,,,50.75.0.74,Charter Communications,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYB 07,Secondary,"AT&T Enterprises, LLC",,,107.127.197.94,AT&T,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYB 08,Primary,DUNN TIRE,,,50.75.0.58,Charter Communications,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYB 08,Secondary,"AT&T Enterprises, LLC",,,107.127.197.73,AT&T,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYF 01,Primary,DUNN TIRE,,,50.75.11.226,Unknown,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYF 01,Secondary,"AT&T Enterprises, LLC",,,107.127.197.84,Unknown,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYF 02,Primary,DUNN TIRE,,,50.75.7.226,Charter Communications,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYF 02,Secondary,"AT&T Enterprises, LLC",,,107.127.197.74,AT&T,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYF 03,Primary,DUNN TIRE,,,50.75.0.66,Charter Communications,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYF 03,Secondary,"AT&T Enterprises, LLC",,,107.127.197.88,AT&T,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYR 02,Primary,Charter Communications Inc,,,69.193.88.50,Unknown,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYR 02,Secondary,"AT&T Enterprises, LLC",,,107.127.197.85,Unknown,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYR 03,Primary,DUNN TIRE,,,50.75.0.50,Unknown,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYR 03,Secondary,"AT&T Enterprises, LLC",,,107.127.197.90,Unknown,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYR 04,Primary,DUNN TIRE,,,198.179.114.202,Charter Communications,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYR 04,Secondary,"AT&T Enterprises, LLC",,,107.127.197.86,AT&T,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYR 05,Primary,DUNN TIRE,,,50.75.8.202,Charter Communications,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYR 05,Secondary,"AT&T Enterprises, LLC",,,107.127.197.92,AT&T,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYR 06,Primary,DUNN TIRE,,,208.105.133.146,Unknown,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYR 06,Secondary,"AT&T Enterprises, LLC",,,107.127.197.89,Unknown,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYR 07,Primary,DUNN TIRE,,,50.75.0.42,Unknown,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYR 07,Secondary,"AT&T Enterprises, LLC",,,107.127.197.91,Unknown,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYS 01,Primary,DUNN TIRE,,,208.105.133.234,Charter Communications,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYS 01,Secondary,"AT&T Enterprises, LLC",,,107.127.197.96,AT&T,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYS 02,Primary,DUNN TIRE,,,50.75.3.218,Charter Communications,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYS 02,Secondary,VZW Cell,Cell,Cell,71.115.157.125,Verizon,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYS 03,Primary,DUNN TIRE,,,50.75.1.82,Unknown,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYS 03,Secondary,VZW Cell,Cell,Cell,166.246.91.126,Unknown,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYS 04,Primary,DUNN TIRE,,,24.97.155.210,Unknown,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
NYS 04,Secondary,VZW Cell,Cell,Cell,96.238.150.152,Unknown,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
ORP 01,Primary,Comcast,300.0 M,300.0M x 30.0M,96.95.155.237,Unknown,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,True,0.0,,,
ORP 01,Secondary,Digi,Cell,Cell,166.184.132.163,"AT&T Enterprises, LLC",WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
ORP 05,Primary,Comcast,300.0 M,300.0M x 30.0M,96.71.178.237,Unknown,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,True,0.0,,,
ORP 05,Secondary,VZW Cell,Cell,Cell,166.253.100.70,Verizon Business,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
PAN 03,Primary,DUNN TIRE,,,162.155.223.226,Charter Communications,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
PAN 03,Secondary,"AT&T Enterprises, LLC",,,107.127.197.87,AT&T,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
PAN 04,Primary,DUNN TIRE,,,198.24.105.90,Unknown,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
PAN 04,Secondary,"AT&T Enterprises, LLC",,,107.127.197.77,Unknown,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
PAN 05,Primary,DUNN TIRE,,,96.11.200.42,Unknown,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
PAN 05,Secondary,"AT&T Enterprises, LLC",,,107.127.197.82,Unknown,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
Strike Team Lab,Primary,Connected to 1B.4.4.10 Uplink to IDF1B-Core VLAN 200,,,184.183.25.158,Cox Communications Inc.,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
TNM 01,Primary,Comcast,,,96.87.191.129,Comcast,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
TNM 01,Secondary,Verizon Business,Cell,Cell,166.168.231.131,Unknown,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
TNN_00,Primary,AT&T,300.0 M,300.0M x 300.0M,162.203.252.161,Unknown,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,True,0.0,,,
TNN_00,Secondary,Comcast,300.0 M,300.0M x 30.0M,96.69.101.185,Unknown,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,True,0.0,,,
TXH_00,Primary,AT&T,300.0 M,300.0M x 300.0M,162.201.19.73,Unknown,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,True,0.0,,,
TXH_00,Secondary,Comcast,300.0 M,300.0M x 30.0M,96.85.28.9,Unknown,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,True,0.0,,,
TXH 14,Primary,"Comcast Cable Communications, LLC",,,96.95.234.13,Unknown,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
TXH 14,Secondary,VZW Cell,Cell,Cell,166.248.9.212,Verizon Business,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
TXH 25,Primary,Comcast,300.0 M,300.0M x 35.0M,50.209.123.141,Unknown,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,True,0.0,,,
TXH 25,Secondary,VZW Cell,Cell,Cell,166.168.231.150,Verizon Business,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
TXH 28,Primary,Comcast,300.0 M,300.0M x 35.0M,96.77.135.141,Comcast,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,True,0.0,,,
TXH 44,Primary,Comcast,300.0 M,300.0M x 30.0M,50.194.161.17,Comcast,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,True,0.0,,,
TXH 44,Secondary,Verizon Business,Cell,Cell,166.168.184.33,Unknown,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
TXH 64,Primary,Comcast,300.0 M,300.0M x 35.0M,96.73.126.69,Comcast,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,True,0.0,,,
TXH 70,Primary,Comcast,300.0 M,300.0M x 35.0M,96.91.38.197,Unknown,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,True,0.0,,,
TXH 70,Secondary,Digi,Cell,Cell,107.80.163.194,"AT&T Enterprises, LLC",WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
TXH 86,Primary,Comcast,300.0 M,300.0M x 25.0M,96.73.122.161,Comcast,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,True,0.0,,,
TXH 86,Secondary,Verizon Business,Cell,Cell,166.180.159.109,Verizon Business,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
TXHT00,Primary,Comcast,300.0 M,300.0M x 30.0M,75.148.163.185,Unknown,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,True,0.0,,,
TXH W00,Primary,"Comcast Cable Communications, LLC",,,50.210.214.114,"Comcast Cable Communications, LLC",WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
TXH W00,Secondary,"AT&T Enterprises, LLC",,,76.200.214.154,"AT&T Enterprises, LLC",WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
UTS 02,Primary,Comcast,300.0 M,300.0M x 30.0M,96.73.19.25,Unknown,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,True,0.0,,,
UTS 02,Secondary,Digi,Cell,Cell,166.184.137.240,"AT&T Enterprises, LLC",WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
UTS 13,Primary,Comcast,,,96.73.28.153,Comcast,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
UTS 13,Secondary,VZW Cell,Cell,Cell,107.84.137.94,"AT&T Enterprises, LLC",WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
UTS 15,Primary,Comcast,600.0 M,600.0M x 35.0M,50.77.46.93,Comcast,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,True,0.0,,,
UTS 15,Secondary,VZW Cell,Cell,Cell,166.248.10.40,Verizon Business,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
UTS 17,Primary,Comcast,300.0 M,300.0M x 30.0M,96.73.31.129,Comcast,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,True,0.0,,,
UTS 17,Secondary,Verizon Business,Cell,Cell,166.248.10.39,Unknown,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
UTS 19,Primary,Comcast,300.0 M,300.0M x 30.0M,173.14.230.17,Comcast,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,True,0.0,,,
UTS 19,Secondary,VZW Cell,Cell,Cell,166.248.9.53,Verizon Business,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
UTS W01,Primary,Comcast,600.0 M,600.0M x 35.0M,50.208.244.41,Comcast,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,True,0.0,,,
UTS W01,Secondary,Digi,Cell,Cell,166.184.158.66,"AT&T Enterprises, LLC",WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
UTS W02,Primary,DSR Comcast Cable,600.0 M,600.0M x 35.0M,50.215.217.150,"Comcast Cable Communications, LLC",WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,True,0.0,,,
UTS W02,Secondary,VZW Cell,Cell,Cell,166.168.231.163,Verizon Business,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
VAF 01 - appliance,Primary,Comcast,250.0 M,250.0M x 25.0M,50.211.60.57,Unknown,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,True,0.0,,,
VAF 01 - appliance,Secondary,Digi,Cell,Cell,166.184.103.92,"AT&T Enterprises, LLC",WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
VAR 01,Primary,Comcast,300.0 M,300.0M x 30.0M,75.150.59.61,Comcast,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,True,0.0,,,
VAR 01,Secondary,VZW Cell,Cell,Cell,107.85.158.120,"AT&T Enterprises, LLC",WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
VAR 08,Primary,Verizon,Cell,Cell,74.110.158.210,Unknown,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
VAR 08,Secondary,Comcast,,,50.217.201.18,Comcast,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
VISION_Store0,Primary,Cox Communications,,,174.79.27.198,Cox Communications,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
VISION_Test_Lab_MinesW,Primary,SW03 relocated to the Vison test lab,,,98.186.252.234,Unknown,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
WAE 01,Primary,Comcast,300.0 M,300.0M x 30.0M,50.245.147.185,Comcast,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,True,0.0,,,
WAE 01,Secondary,Verizon Business,Cell,Cell,166.248.7.34,Unknown,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
WAE 02,Primary,Comcast,300.0 M,300.0M x 300.0M,173.160.129.105,Comcast,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,True,0.0,,,
WAE 02,Secondary,Verizon Business,Cell,Cell,166.248.10.12,Unknown,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
WAS_00,Primary,Ziply Fiber,,,50.34.4.82,Unknown,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
WAS_00,Secondary,"AT&T Enterprises, LLC",,,107.84.139.175,"AT&T Enterprises, LLC",WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
WAS 03,Primary,Comcast,,,75.151.125.173,Comcast,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
WAS 03,Secondary,VZW Cell,Cell,Cell,166.248.9.44,Verizon Business,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
WAS 05,Primary,VZW Cell,Cell,Cell,98.97.97.110,"SpaceX Services, Inc.",WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
WAS 05,Secondary,- Accelerated AT&T,,,166.180.159.131,Verizon Business,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
WAS 09,Primary,Comcast,300.0 M,300.0M x 30.0M,173.160.199.17,Comcast,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,True,0.0,,,
WAS 09,Secondary,Digi,Cell,Cell,166.184.138.128,"AT&T Enterprises, LLC",WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
WAS 11,Primary,Comcast,300.0 M,300.0M x 30.0M,96.74.20.73,Comcast,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,True,0.0,,,
WAS 11,Secondary,Digi,Cell,Cell,166.184.132.102,"AT&T Enterprises, LLC",WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
WAS 12,Primary,Starlink,Satellite,Satellite,98.97.101.40,"SpaceX Services, Inc.",WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
WAS 12,Secondary,Digi,Cell,Cell,0.0.0.0,Private IP,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
WAS 14,Primary,Comcast,300.0 M,300.0M x 30.0M,75.151.126.225,Comcast,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,True,0.0,,,
WAS 14,Secondary,Digi,Cell,Cell,166.184.131.38,"AT&T Enterprises, LLC",WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
WAS 23,Primary,ComcastAgg CLink,10.0 M,10.0M x 1.0M,65.101.138.25,Unknown,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,True,0.0,,,
WAS 23,Secondary,Digi,Cell,Cell,107.84.141.91,Unknown,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
WAS 24,Primary,Comcast,,,96.76.50.129,Comcast,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
WAS 24,Secondary,VZW Cell,Cell,Cell,166.248.9.37,Verizon Business,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
WAS W00,Primary,Comcast,200.0 M,200.0M x 200.0M,50.210.47.185,Unknown,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,True,0.0,,,
WAS W00,Secondary,Digi Cell,Cell,Cell,166.184.139.176,Unknown,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
WDCA 01,Primary,Frontier Communications Corporation,,,47.176.153.146,Frontier Communications,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
WDCA 01,Secondary,"AT&T Enterprises, LLC",,,107.84.137.79,AT&T,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
WDGA01,Primary,Private Customer - AT&T Internet Services,,,104.61.91.209,AT&T,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
WDGA01,Secondary,"AT&T Enterprises, LLC",,,107.85.142.107,"AT&T Enterprises, LLC",WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
WDIL 01,Primary,"Comcast Cable Communications, LLC",,,173.165.103.213,Comcast,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
WDIL 01,Secondary,Private Customer - AT&T Internet Services,,,104.185.193.161,AT&T,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
WDTD 01,Primary,AT&T,1000.0 M,1000.0M x 1000.0M,107.132.157.73,AT&T,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,True,0.0,,,
WDTD 01,Secondary,ATT,100.0 M,100.0M x 10.0M,166.168.180.168,Verizon Business,WAN2,Non-DSR,Enabled,2025-07-07 11:46:47.102071,True,0.0,,,
West Store Test,Primary,Unknown,,,184.183.25.158,Cox Communications Inc.,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
Wyomissing Voice,Primary,AT&T BVOIP Asset ID IZEC561531ATI,,,208.75.157.194,Unknown,WAN1,Non-DSR,Enabled,2025-07-07 11:46:47.102071,False,0.0,,,
